attempt    K    arraySize    mergeSortTime    hybridSortTime
791    43    791    0.000244    0.000122
792    43    792    0.000244    0.000121
793    43    793    0.000245    0.000121
794    43    794    0.000246    0.000120
795    43    795    0.000247    0.000121
796    43    796    0.000248    0.000122
797    43    797    0.000248    0.000122
798    43    798    0.000247    0.000122
799    43    799    0.000249    0.000122
800    43    800    0.000248    0.000122
801    43    801    0.000248    0.000125
802    43    802    0.000249    0.000121
803    43    803    0.000248    0.000124
804    43    804    0.000249    0.000123
805    43    805    0.000248    0.000124
806    43    806    0.000251    0.000123
807    43    807    0.000249    0.000122
808    43    808    0.000250    0.000124
809    43    809    0.000250    0.000122
810    43    810    0.000249    0.000123
811    43    811    0.000251    0.000124
812    43    812    0.000250    0.000122
813    43    813    0.000252    0.000124
814    43    814    0.000250    0.000123
815    43    815    0.000251    0.000125
816    43    816    0.000254    0.000126
817    43    817    0.000252    0.000125
818    43    818    0.000253    0.000125
819    43    819    0.000252    0.000125
820    43    820    0.000253    0.000125
821    43    821    0.000253    0.000127
822    43    822    0.000253    0.000131
823    43    823    0.000253    0.000125
824    43    824    0.000254    0.000126
825    43    825    0.000255    0.000127
826    43    826    0.000254    0.000126
827    43    827    0.000256    0.000127
828    43    828    0.000255    0.000126
829    43    829    0.000257    0.000127
830    43    830    0.000255    0.000128
831    43    831    0.000255    0.000127
832    43    832    0.000256    0.000127
833    43    833    0.000257    0.000128
834    43    834    0.000258    0.000127
835    43    835    0.000258    0.000128
836    43    836    0.000260    0.000129
837    43    837    0.000258    0.000128
838    43    838    0.000260    0.000130
839    43    839    0.000259    0.000129
840    43    840    0.000260    0.000130
841    43    841    0.000261    0.000129
842    43    842    0.000261    0.000131
843    43    843    0.000262    0.000128
844    43    844    0.000263    0.000130
845    43    845    0.000261    0.000130
846    43    846    0.000262    0.000131
847    43    847    0.000262    0.000128
848    43    848    0.000264    0.000130
849    43    849    0.000264    0.000131
850    43    850    0.000263    0.000132
851    43    851    0.000264    0.000131
852    43    852    0.000262    0.000131
853    43    853    0.000263    0.000132
854    43    854    0.000264    0.000131
855    43    855    0.000263    0.000132
856    43    856    0.000264    0.000132
857    43    857    0.000264    0.000132
858    43    858    0.000266    0.000133
859    43    859    0.000266    0.000134
860    43    860    0.000265    0.000134
861    43    861    0.000265    0.000131
862    43    862    0.000267    0.000132
